,Palabras,+Women,+Women (valores),+Men,+Men (valores),+Tokio,+Tokio (valores),+Japan,+Japan (valores)
18837,germs,visit_www.classicstage.org,0.49381303787231445,Ivan_Basso_ITA,0.4980114698410034,Ivan_Basso_ITA,0.4194883108139038,Deward_Watts_president,0.4387426972389221
18838,gesture,St_Kilda,0.7117166519165039,Essendon,0.7198816537857056,St_Kilda,0.5803685188293457,NSW,0.6381623148918152
18839,gestures,Stewards,0.6057989597320557,Stewards,0.566451907157898,steward,0.4944083094596863,Stewards,0.4865965247154236
18840,get,Rust_Belt,0.526595413684845,lunchpail,0.5713690519332886,bluecollar,0.4498733878135681,Rust_Belt,0.46068358421325684
18841,getaway,@_clarionledger.com_•,0.6367206573486328,SPORTS_WRITER_•,0.5956167578697205,•_CentralOhio.com_•,0.5431099534034729,WRITER,0.5202031135559082
18842,gets,prioritizing,0.5932518243789673,prioritizing,0.6268122792243958,prioritizing,0.4402191638946533,prioritizing,0.569740891456604
18843,getting,rampant,0.532230019569397,rampant,0.6074047684669495,abounds,0.4492129981517792,rampant,0.5055348873138428
18844,ghost,Muskegon,0.6542638540267944,Muskegon,0.6528322696685791,Muskegon,0.5676196813583374,Kalamazoo,0.5322492122650146
18845,ghosts,Mike_Holmgren,0.6115539073944092,Mike_Holmgren,0.6610431671142578,Anduzzi,0.4477345943450928,Mike_Holmgren,0.6150630712509155
18846,giant,caffeinated_drinks,0.6560436487197876,Caffeine,0.5970955491065979,caffeinated_drinks,0.4674799144268036,caffeinated_drinks,0.5337387323379517
18847,giant_slalom,masterwork,0.6576668620109558,masterwork,0.6306568384170532,masterwork,0.5600118637084961,masterwork,0.5091965794563293
18848,giants,pilgrims,0.5742816925048828,pilgrims,0.5559715032577515,pilgrims,0.47971799969673157,Worshippers,0.4675084054470062
18849,giddy,Gongaware,0.5354143381118774,Weaver,0.5700438022613525,Resar,0.47655344009399414,Hamels,0.5090759992599487
18850,gift,Minimize,0.5703607201576233,Avoiding,0.608557939529419,Minimize,0.49932095408439636,Avoiding,0.5235399007797241
18851,gift_cards,Shi_Boren,0.44976291060447693,Anderson,0.4349316358566284,Whitefeather,0.4328124523162842,China,0.3910650610923767
18852,gift_certificates,Moderation,0.48724812269210815,Moderation,0.4969405233860016,Moderation,0.3716651499271393,quiet_compromiser,0.4852864742279053
18853,gifted,snipers,0.6049559116363525,snipers,0.6332850456237793,snipers,0.5199675559997559,snipers,0.5093047022819519
18854,gifts,assured,0.5631537437438965,assured,0.6144581437110901,assured,0.49840062856674194,reassuring,0.5325929522514343
18855,gig,abundant,0.6139321327209473,abundant,0.6584442853927612,abundant,0.47901004552841187,abundant,0.5771870613098145
18856,gigantic,Ticking,0.516854465007782,ticked,0.4975206255912781,tick_tick_ticking,0.39390823245048523,Ticking,0.4215221405029297
18857,gigs,calendar,0.6052478551864624,calenders,0.6236932873725891,calenders,0.5353906154632568,calendar,0.48738545179367065
18858,gimmick,Southern_Methodist,0.6298106908798218,Southern_Methodist,0.6148187518119812,UTEP,0.4764162003993988,Southern_Methodist,0.6128213405609131
18859,ginger,depositions,0.5708468556404114,depositions,0.5482559204101562,Deposition,0.46108606457710266,depositions,0.478613018989563
18860,girl,R2_ImageChecker,0.555331826210022,R2_ImageChecker,0.5146002769470215,Cad,0.45449450612068176,R2_ImageChecker,0.49763843417167664
18861,girlfriend,Nablus,0.6463989019393921,Nablus,0.6581764221191406,Azoun,0.5056416988372803,Nablus,0.6081031560897827
18862,girlfriends,Fort_Worth,0.6745597720146179,Lubbock,0.6307462453842163,Wichita_Falls,0.5292526483535767,Texas,0.6029130220413208
18863,girls,carbon,0.4898027181625366,carbon,0.55363929271698,Corporate_Fibers_Fibers,0.4397764801979065,carbon,0.5539749264717102
18864,give,march,0.5956913232803345,march,0.6483149528503418,march,0.5438135266304016,protest_marches,0.4981800317764282
18865,giveaway,doll,0.7144488096237183,doll,0.6497641801834106,doll,0.5943571329116821,Barbie_dolls,0.5402863025665283
18866,giveaways,brochures,0.6956156492233276,booklet,0.6427794098854065,brochures,0.5536354780197144,brochures,0.5419572591781616
18867,given,##c,0.6039849519729614,##c,0.5104557275772095,¢_Ç_¨_Ñ,0.4672275185585022,##c,0.4891699254512787
18868,gives,Decorating,0.6223612427711487,decorate,0.5826829671859741,Decorating,0.5714443922042847,undecorating,0.4580006003379822
18869,giving,McGiffin,0.5512425899505615,Smith,0.6154931783676147,McCelland,0.5058562755584717,Campbell,0.5558653473854065
18870,glaciers,okay,0.6845005750656128,okay,0.7299108505249023,okay,0.599052369594574,okay,0.5782766342163086
18871,glad,Debates,0.6763947606086731,Debates,0.6454073786735535,Debates,0.5508939027786255,debate,0.5836237668991089
18872,gladly,traumatized,0.5794834494590759,despondent,0.6485297083854675,visibly_distraught,0.4974607527256012,despondent,0.5180437564849854
18873,glamor,managing,0.45928457379341125,managing,0.5305565595626831,WSI_Consultant,0.4178767800331116,director_Peter_Botten,0.4282378852367401
18874,glamorous,Lady_Trojans,0.68426913022995,Red_Devil,0.6227141618728638,Red_Devil,0.5228549838066101,arch_rivals_Tottenham,0.5133289098739624
18875,glance,outrebounding,0.7283555865287781,outrebounding,0.6952452659606934,outrebounding,0.610885739326477,outrebounding,0.5738015174865723
18876,glanced,Ludwick,0.5346735715866089,Hairston,0.5354283452033997,Deuchler,0.45411747694015503,Matt_Holliday,0.4889032244682312
18877,glare,prom_gown,0.47732946276664734,stocked,0.5327517986297607,Ragstock,0.40998348593711853,restocking,0.4825550317764282
18878,glaring,sci_fi,0.6933334469795227,sci_fi,0.7169134020805359,sci_fi,0.5891885757446289,sci_fi,0.5848113298416138
18879,glass,fashionable,0.6562252044677734,stylish,0.6131316423416138,ultra_chic,0.5702025294303894,fashionable,0.5133773684501648
18880,glasses,Gail,0.5188198089599609,Orville_Pennant,0.5438004732131958,Koleen,0.4628077745437622,BRIDGETOWN_West_Indies,0.4530301094055176
18881,gleaming,Edgbaston,0.5105166435241699,Sid_Kallas,0.5697638392448425,Sid_Kallas,0.4676283299922943,Australia,0.5139574408531189
18882,gleaned,Novell,0.5937135815620422,Red_Hat_Nasdaq_RHAT,0.6157050132751465,Novell,0.5299303531646729,Red_Hat_Nasdaq_RHAT,0.5117193460464478
18883,glimmer,Vickery,0.49157753586769104,Jones,0.586249589920044,Hammet,0.47104209661483765,Jones,0.4885055720806122
18884,glimpse,choose,0.5231537818908691,Choosing,0.5000770092010498,Chose,0.439619779586792,choose,0.44098812341690063
18885,glimpses,Dagestan,0.6119627952575684,Dagestan,0.5853481888771057,Balkaria,0.5083038806915283,Russia,0.5873098373413086
18886,glitch,misinterpret,0.5747246742248535,befuddle,0.5418528914451599,befuddle,0.4605374038219452,misunderstand,0.47706103324890137
18887,glitches,Belmont_Stakes,0.5947248935699463,thoroughbred_racing_Triple_Crown,0.5178448557853699,Belmont_Stakes,0.43647125363349915,Kentucky_Derby,0.5367377996444702
18888,glittering,Naidu,0.6562725305557251,Prasad,0.6307262182235718,Prabhakar_Rao,0.5553625822067261,Naidu,0.5695111155509949
18889,global,gray_wolf,0.6671460866928101,wolves,0.7061684727668762,wolves,0.5304116010665894,wolves,0.6081007122993469
18890,global_warming,allocation,0.6071553826332092,allocation,0.7177848815917969,allocation,0.5398582816123962,allocation,0.5647509098052979
18891,globalization,golf,0.5822303295135498,golf,0.5839861631393433,golf,0.4942898154258728,golf,0.4767683148384094
18892,globally,bunt_single,0.7295072078704834,bloop_single,0.7166953086853027,fielder_choice,0.6204761862754822,RBI_single,0.5909246206283569
18893,globe,Donning,0.6073707342147827,Donning,0.6354069709777832,Donning,0.5416934490203857,Donning,0.4926268458366394
18894,gloom,Islamic_republic,0.699588418006897,Islamic_republic,0.6745404005050659,IRGC,0.46629491448402405,Iran,0.6960627436637878
18895,gloomy,ITAR_TASS,0.691008448600769,RIA_Novosti,0.7173663377761841,Itar_Tass,0.5483900904655457,RIA_Novosti,0.651268482208252
18896,glorious,Branstad,0.5296603441238403,DES_MOINES_Gov._Chet,0.49863964319229126,Cameron_Harinarain,0.49109262228012085,Branstad,0.5076993703842163
18897,glory,Career_Closet,0.5188037157058716,Goodwill_Industries,0.4335196614265442,Consignment_Store,0.44339966773986816,Christine_Nyirjesy_Bragale,0.41877415776252747
18898,gloss,moneys,0.7168132066726685,moneys,0.7174770832061768,moneys,0.6279762387275696,moneys,0.5656158328056335
18899,glossy,havok,0.5119264721870422,havok,0.5721070170402527,havok,0.48111966252326965,havocs,0.428306519985199
18900,glove,Be_Released,0.5784671902656555,Be_Released,0.5976524949073792,Be_Released,0.49629467725753784,Be_Released,0.48288559913635254
18901,gloves,estrogen,0.7371181845664978,hormones,0.6694005727767944,hormones,0.5109164118766785,hormones,0.6528126001358032
18902,glow,Thomasville,0.6426961421966553,Statesboro,0.6321278214454651,Decatur,0.5399614572525024,Oconee_County,0.5771760940551758
18903,glowing,Gets_Thumbs_Down,0.48936066031455994,decision,0.500937819480896,Pit_Bull_Ban,0.44439369440078735,decision,0.43099677562713623
18904,glucose,nonlinear,0.5180008411407471,nonlinear,0.5337501764297485,Euclidean,0.434766948223114,nonlinear,0.451090931892395
18905,glue,activity,0.5056757926940918,activity,0.4590330719947815,St.in,0.43461358547210693,activity,0.4343256950378418
18906,glued,TicketMaster,0.6274381279945374,TicketMaster,0.6258431673049927,TicketMaster,0.5334547162055969,TicketMaster,0.5097016096115112
18907,glut,Lisa,0.7528238892555237,Joey,0.6373894214630127,Roxanne,0.6196215152740479,Jennifer,0.5898430943489075
18908,go,Perhach,0.43693792819976807,Deadeye,0.4574030339717865,Contingency_Operating_Station,0.4308033585548401,South_Korea,0.37995609641075134
18909,goal,marry,0.7205073833465576,exchanged_vows,0.5932474136352539,married,0.5838255286216736,marry,0.545329213142395
18910,goalie,Hair_Extensions,0.5472921133041382,hair,0.4806021749973297,Styling_Salon,0.5754644870758057,hair,0.4545920491218567
18911,goalies,grapple,0.4236409664154053,grappling,0.4462093114852905,acquainted,0.339507520198822,cope,0.42830389738082886
18912,goalkeeper,murals,0.6957464218139648,murals,0.6726586818695068,mural_painted,0.6423368453979492,murals,0.5350930094718933
18913,goalless_draw,nervousness,0.647150993347168,nervousness,0.593846321105957,nervousness,0.4788123369216919,nervousness,0.5504106283187866
18914,goals,crisper,0.5171866416931152,crisper,0.5640837550163269,crisper,0.43771880865097046,stronger,0.4949581027030945
18915,goaltender,cattlemen,0.6451605558395386,rancher,0.6452746391296387,rancher,0.526199996471405,cattlemen,0.5439257621765137
18916,goaltending,inpatient,0.6960169076919556,inpatient,0.6567752361297607,outpatient_clinic,0.5598554015159607,inpatient,0.5941941738128662
18917,goat,ALSO_ON_THURSDAY,0.5739401578903198,preview,0.6245049238204956,ALSO_ON_THURSDAY,0.5693985223770142,preview,0.5215213894844055
18918,goats,orphaned,0.6659928560256958,orphaned,0.6026320457458496,orphanage,0.5628495216369629,orphanages,0.5392732620239258
18919,god,Human_Rights_NESOHR,0.5337289571762085,secretariat,0.5322860479354858,Secretariate,0.45588287711143494,Economic_Affairs_SECO,0.44431179761886597
18920,gods,encompasses,0.6575620770454407,encompasses,0.6340197920799255,encompasses,0.5659801959991455,encompasses,0.5086780786514282
18921,goers,Total_TOTF.PA,0.5590864419937134,Shell_RDSa.L,0.5862569808959961,Eni,0.4708550274372101,Chevron_Corp.,0.5223667025566101
18922,goes,D._Jehlen,0.5176511406898499,Bates,0.5318951606750488,Larusso,0.4691096246242523,Blankenship,0.44852450489997864
18923,going,####.##,0.6348031163215637,"#,###.#",0.6022738218307495,####.##,0.5569998025894165,"#,###.#",0.4991219937801361
18924,gold,Fannie_Mae,0.6708352565765381,Fannie_Mae,0.6791620254516602,GSEs,0.5208130478858948,Fannie_Mae,0.6419763565063477
18925,gold_medal,Crested_Butte,0.6138415336608887,Aspen,0.6017156839370728,Eagle_Vail,0.5412290096282959,Steamboat_Springs,0.5232398509979248
18926,gold_medalist,referral,0.6866990327835083,Referrals,0.5979182720184326,referral,0.4748796820640564,referral,0.5761624574661255
18927,gold_medals,lambs,0.6114763021469116,lambs,0.6038484573364258,lambs,0.5113857984542847,cull_cow,0.5032424926757812
18928,golden,Baker_Picket_Fences,0.47112929821014404,Smith,0.47563084959983826,Freno,0.4429363012313843,Davis,0.40626025199890137
18929,golds,offensive_lineman,0.6722314357757568,offensive_lineman,0.7527494430541992,defensive_lineman,0.6066610813140869,offensive_lineman,0.6047964096069336
18930,golf,ski,0.623809814453125,Snowsports,0.5930588245391846,ski,0.5127959847450256,Skiing,0.5110522508621216
18931,golf_courses,cognition,0.7038562297821045,cognition,0.65947026014328,cognition,0.5038631558418274,cognition,0.6248615980148315
18932,golfer,FWS,0.551253616809845,USFWS,0.5879048705101013,USFWS,0.4997278153896332,National_Marine_Fisheries,0.47226282954216003
18933,golfers,nonstop_flights,0.48920485377311707,Nonstop,0.4790438413619995,Nonstop,0.4319833517074585,transoceanic_routes,0.45128825306892395
18934,golfing,Aunt,0.6293194890022278,Grandpa,0.599433958530426,Candy_Store,0.5165574550628662,Grandpa,0.5073265433311462
18935,gone,wooing,0.6217938661575317,wooing,0.6240334510803223,wooing,0.5294939875602722,wooing,0.5069052577018738
18936,gonna,kicker,0.598122239112854,Punter,0.7164657115936279,Punter,0.5469093322753906,kicker,0.5284784436225891
18937,good,wind_farms,0.7109073400497437,wind_farms,0.7221090197563171,Wind_Farm,0.6170879006385803,wind_farms,0.6562137603759766
18938,goodbye,entangled,0.6858706474304199,tangle,0.6070924401283264,entangled,0.5163244009017944,entangled,0.5186424255371094
18939,goodies,Tran,0.6891180276870728,Huynh,0.6681324243545532,Vo,0.5901926159858704,Truong,0.5426959991455078
18940,goodness,divas,0.6395444869995117,superstar,0.6394166946411133,superstar,0.5096655488014221,superstar,0.5203193426132202
18941,goods,Homicides,0.6397826075553894,Homicides,0.6205545663833618,murders,0.555640459060669,Homicides,0.5266446471214294
18942,goodwill,Financial_NASDAQ_MBFI,0.5615391731262207,Financial_NASDAQ_MBFI,0.577218770980835,Financial_NASDAQ_MBFI,0.47638657689094543,###MB,0.49409419298171997
18943,goofy,semi_autonomous,0.539641797542572,semi_autonomous,0.5705403089523315,semi_autonomous,0.4480189085006714,semi_autonomous,0.4747557044029236
18944,goose,float,0.5768487453460693,float,0.5813020467758179,float,0.4857059717178345,float,0.4782029986381531
18945,gorgeous,Spc,0.6557881832122803,Spc,0.6669903993606567,Spc,0.582587480545044,Spc,0.5206930637359619
18946,gospel,M.,0.6476228833198547,G.,0.653236985206604,G.,0.5835909843444824,C.,0.4896358847618103
18947,gossip,Manufacturing_PMI,0.6080771088600159,PMIs,0.6000345945358276,PMIs,0.46499404311180115,Eurozone_PMI,0.5691819190979004
18948,got,dampened,0.6148924827575684,dampened,0.6422690153121948,put_damper,0.47925081849098206,dampened,0.5763704776763916
18949,gotta,Qur'an,0.7556014060974121,Koran,0.7355117797851562,Qur'an,0.6000460386276245,Koran,0.6498590111732483
18950,gotten,ribbons,0.6267696022987366,ceremonial_ribbon,0.5630502104759216,ceremonial_ribbon,0.4954097270965576,ribbons,0.505366861820221
18951,gourmet,Soriano,0.6308334469795227,Soriano,0.6032009124755859,Soriano,0.5246637463569641,Palmeiro,0.5354010462760925
18952,govern,Sprint_Cup,0.7846359014511108,NASCAR_Nextel_Cup,0.761347770690918,NASCAR_Nextel_Cup,0.5910872220993042,Sprint_Cup,0.7093616724014282
18953,governance,launched,0.5776947140693665,Introduced,0.5773746371269226,Formed,0.5115196704864502,Introduced,0.49587488174438477
18954,governed,Wilkes_Barre,0.6806234121322632,Wilkes_Barre,0.6800872087478638,Wilkes_Barre,0.5976390838623047,Lehigh_Valley,0.5462793707847595
18955,governing,Uganda,0.6887211799621582,Tanzanian,0.6612017154693604,Tanzanian,0.52911376953125,Uganda,0.694176197052002
18956,governing_body,Guyanese,0.6354262828826904,Guyanese,0.6563527584075928,Guyanese,0.5352154970169067,Jamaica,0.6104128360748291
18957,government,yoga,0.6525039076805115,Meditation,0.6169788837432861,Meditation,0.5103313326835632,mindfulness,0.5756645202636719
18958,governmental,Ala.,0.5461901426315308,Tenn.,0.5709747076034546,Miss.,0.4715549051761627,Arkansas,0.5689790844917297
18959,governments,blackened,0.5973626375198364,blackened,0.6572972536087036,blackened,0.5498709678649902,blackened,0.49201610684394836
18960,governor,alien,0.6371897459030151,alien,0.6617594957351685,alien,0.5646559000015259,alien,0.5158550143241882
18961,governors,windscreen,0.6535675525665283,windscreen,0.6403084993362427,windscreen,0.546352207660675,windscreen,0.530292272567749
18962,governs,boasts,0.6148874759674072,boast,0.6784631609916687,boast,0.5588330626487732,boast,0.5124290585517883
18963,govt,estate,0.658986508846283,estate,0.6447136998176575,estate,0.6115384101867676,estate,0.4676027297973633
18964,gown,skater,0.6478909254074097,skater,0.6296102404594421,skater,0.537865400314331,skating,0.5281435251235962
18965,gowns,FIVE,0.5223705172538757,FIVE,0.5835026502609253,SIX,0.49229636788368225,BRITAIN,0.49139997363090515
18966,grab,supervising,0.6171787977218628,supervising,0.6278230547904968,supervising,0.5284214615821838,oversee,0.5167253017425537
18967,grabbed,portrayed,0.6835115551948547,portrayed,0.6561053395271301,portrayed,0.5646296739578247,portrayed,0.5504952073097229
